Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
9,3,1,4,57,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
10,0,2,1,77,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
10,1,2,1,70,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
10,2,1,6,50,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
10,3,1,6,50,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
11,0,2,2,78,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
11,1,2,2,67,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
11,2,2,6,54,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
11,3,2,6,52,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
12,0,2,3,76,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
12,1,2,3,63,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
12,2,2,7,53,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
12,3,2,7,51,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
13,0,2,4,76,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
13,1,2,4,61,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
13,2,2,9,55,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
13,3,2,9,50,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
14,0,2,5,72,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
14,1,2,5,62,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
14,2,2,11,56,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
14,3,2,11,50,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
15,0,2,6,73,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
15,1,2,7,66,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
15,2,2,13,51,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
15,3,2,12,51,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
16,0,2,7,77,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
16,1,2,9,75,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
16,2,2,15,55,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
16,3,2,13,51,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
17,0,2,7,77,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
17,1,3,9,79,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
17,2,3,15,57,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
17,3,2,13,51,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
18,0,2,7,77,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
18,1,3,11,85,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
18,2,3,18,64,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
18,3,2,14,56,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
19,0,2,7,77,"[(8, 0), (7, 0), (6, 9), (5, 8), (6, 7), (5, 6), (4, 6), (3, 7), (2, 6), (2, 7), (2, 8), (1, 8), (1, 9), (9, 9), (0, 9), (9, 0), (1, 0), (9, 1), (0, 1), (1, 1), (2, 0), (3, 1), (2, 2), (3, 2), (3, 3), (3, 4)]",[]
19,1,3,12,89,"[(5, 2), (5, 3), (4, 4), (4, 3), (4, 2), (3, 1), (3, 0), (4, 0), (5, 9), (6, 8), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (0, 2), (9, 3), (0, 3), (1, 3), (2, 4), (1, 4)]","[(7, 0)]"
19,2,3,20,57,"[(1, 3), (1, 4), (0, 4), (9, 5), (8, 5), (8, 6), (8, 7), (8, 8), (7, 8), (5, 7), (7, 7), (9, 8)]","[(9, 0), (8, 0)]"
19,3,2,15,60,"[(0, 8), (9, 8), (8, 7), (7, 6), (6, 6), (6, 5), (5, 4), (6, 4), (6, 2), (7, 2), (8, 2), (6, 3), (8, 3), (7, 4), (8, 4), (8, 5), (9, 5), (0, 5), (2, 3), (1, 5), (3, 5), (1, 6), (3, 6)]",[]
0,0,1,1,94,"[(2, 7), (1, 7), (0, 8), (1, 9), (0, 9), (9, 0), (9, 9), (8, 0), (9, 1), (0, 1), (1, 2), (0, 3), (1, 3), (2, 2), (3, 2), (1, 1), (9, 2), (9, 3), (1, 4), (9, 4), (9, 6), (9, 5)]","[(3, 4), (1, 6)]"
0,1,1,1,62,"[(3, 3), (3, 4), (4, 4), (5, 3), (5, 2), (4, 3), (5, 4), (6, 4), (7, 4), (8, 5), (7, 5), (6, 5), (8, 7), (7, 8), (6, 8)]",[]
0,2,1,1,79,"[(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (8, 8), (9, 7), (0, 7), (0, 6), (9, 5), (0, 5), (1, 4), (0, 4), (2, 4), (2, 5), (1, 6), (2, 6), (3, 7), (3, 6), (1, 8), (2, 8), (4, 8), (2, 9), (3, 9), (4, 9), (3, 0), (1, 0), (2, 0), (4, 0), (4, 1), (6, 0)]","[(3, 2), (5, 3), (6, 2)]"
0,3,1,1,57,"[(5, 9), (5, 0), (6, 1), (7, 2), (6, 2), (7, 1), (8, 2), (8, 1), (7, 0), (9, 0), (9, 8), (8, 9), (0, 0)]",[]
1,0,1,1,94,"[(2, 7), (1, 7), (0, 8), (1, 9), (0, 9), (9, 0), (9, 9), (8, 0), (9, 1), (0, 1), (1, 2), (0, 3), (1, 3), (2, 2), (3, 2), (1, 1), (9, 2), (9, 3), (1, 4), (9, 4), (9, 6), (9, 5)]","[(3, 4), (1, 6)]"
1,1,1,1,62,"[(3, 3), (3, 4), (4, 4), (5, 3), (5, 2), (4, 3), (5, 4), (6, 4), (7, 4), (8, 5), (7, 5), (6, 5), (8, 7), (7, 8), (6, 8)]",[]
1,2,1,1,79,"[(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (8, 8), (9, 7), (0, 7), (0, 6), (9, 5), (0, 5), (1, 4), (0, 4), (2, 4), (2, 5), (1, 6), (2, 6), (3, 7), (3, 6), (1, 8), (2, 8), (4, 8), (2, 9), (3, 9), (4, 9), (3, 0), (1, 0), (2, 0), (4, 0), (4, 1), (6, 0)]","[(3, 2), (5, 3), (6, 2)]"
1,3,1,1,57,"[(5, 9), (5, 0), (6, 1), (7, 2), (6, 2), (7, 1), (8, 2), (8, 1), (7, 0), (9, 0), (9, 8), (8, 9), (0, 0)]",[]
2,0,1,1,94,"[(2, 7), (1, 7), (0, 8), (1, 9), (0, 9), (9, 0), (9, 9), (8, 0), (9, 1), (0, 1), (1, 2), (0, 3), (1, 3), (2, 2), (3, 2), (1, 1), (9, 2), (9, 3), (1, 4), (9, 4), (9, 6), (9, 5)]","[(3, 4), (1, 6)]"
2,1,1,1,62,"[(3, 3), (3, 4), (4, 4), (5, 3), (5, 2), (4, 3), (5, 4), (6, 4), (7, 4), (8, 5), (7, 5), (6, 5), (8, 7), (7, 8), (6, 8)]",[]
2,2,1,1,79,"[(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (8, 8), (9, 7), (0, 7), (0, 6), (9, 5), (0, 5), (1, 4), (0, 4), (2, 4), (2, 5), (1, 6), (2, 6), (3, 7), (3, 6), (1, 8), (2, 8), (4, 8), (2, 9), (3, 9), (4, 9), (3, 0), (1, 0), (2, 0), (4, 0), (4, 1), (6, 0)]","[(3, 2), (5, 3), (6, 2)]"
2,3,1,1,57,"[(5, 9), (5, 0), (6, 1), (7, 2), (6, 2), (7, 1), (8, 2), (8, 1), (7, 0), (9, 0), (9, 8), (8, 9), (0, 0)]",[]
3,0,1,1,94,"[(2, 7), (1, 7), (0, 8), (1, 9), (0, 9), (9, 0), (9, 9), (8, 0), (9, 1), (0, 1), (1, 2), (0, 3), (1, 3), (2, 2), (3, 2), (1, 1), (9, 2), (9, 3), (1, 4), (9, 4), (9, 6), (9, 5)]","[(3, 4), (1, 6)]"
3,1,1,1,62,"[(3, 3), (3, 4), (4, 4), (5, 3), (5, 2), (4, 3), (5, 4), (6, 4), (7, 4), (8, 5), (7, 5), (6, 5), (8, 7), (7, 8), (6, 8)]",[]
3,2,1,1,79,"[(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (8, 8), (9, 7), (0, 7), (0, 6), (9, 5), (0, 5), (1, 4), (0, 4), (2, 4), (2, 5), (1, 6), (2, 6), (3, 7), (3, 6), (1, 8), (2, 8), (4, 8), (2, 9), (3, 9), (4, 9), (3, 0), (1, 0), (2, 0), (4, 0), (4, 1), (6, 0)]","[(3, 2), (5, 3), (6, 2)]"
