Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
14,0,1,1,87,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
14,1,2,3,87,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
14,2,2,6,93,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
14,3,1,4,74,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
15,0,1,2,83,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
15,1,2,4,84,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
15,2,2,9,105,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
15,3,1,5,74,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
16,0,1,3,78,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
16,1,2,6,86,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
16,2,2,13,102,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
16,3,1,6,73,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
17,0,1,4,82,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
17,1,2,8,82,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
17,2,2,16,104,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
17,3,1,6,73,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
18,0,1,6,88,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
18,1,2,10,79,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
18,2,2,19,99,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
18,3,1,7,72,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
19,0,1,8,91,"[(7, 1), (7, 0), (8, 9), (7, 8), (6, 7), (5, 6), (5, 5), (6, 4), (7, 5), (6, 6), (6, 5), (5, 4), (6, 3), (5, 2), (6, 1), (5, 0), (5, 9)]",[]
19,1,2,12,77,"[(9, 1), (8, 0), (9, 9), (0, 9), (9, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (3, 3), (1, 4), (2, 4), (3, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 0), (3, 0), (2, 8)]","[(4, 0)]"
19,2,2,22,99,"[(6, 1), (5, 0), (4, 9), (4, 8), (5, 8), (5, 9), (4, 0), (2, 9), (1, 8), (8, 7), (8, 8), (0, 8), (1, 9), (0, 0), (3, 9)]","[(3, 2), (4, 1), (3, 2), (4, 1)]"
19,3,1,8,67,"[(6, 8), (5, 7), (4, 7), (3, 8), (3, 7), (2, 6), (1, 7), (0, 7), (9, 6), (0, 6), (9, 7), (7, 6), (7, 5)]",[]
0,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
0,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
0,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
0,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
1,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
1,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
1,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
1,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
2,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
2,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
2,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
2,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
3,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
3,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
3,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
3,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
4,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
4,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
4,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
4,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
5,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
5,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
5,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
5,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
6,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
6,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
6,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
6,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
7,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
7,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
7,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
7,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
8,0,1,1,75,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
8,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
8,2,1,1,91,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
8,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
9,0,2,1,78,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
9,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
9,2,2,1,95,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
9,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
10,0,2,2,77,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
10,1,1,1,85,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
10,2,2,2,100,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
10,3,1,1,69,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
11,0,3,2,81,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
11,1,2,1,89,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
11,2,3,3,107,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
11,3,2,2,73,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
12,0,3,3,84,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
12,1,3,1,90,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
12,2,3,5,115,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
12,3,3,3,73,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
13,0,4,3,86,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
13,1,4,1,93,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
13,2,4,6,120,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
13,3,4,4,76,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
14,0,5,3,87,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
14,1,4,2,91,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
14,2,5,7,118,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
14,3,4,6,75,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
15,0,5,4,88,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
15,1,4,3,89,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
15,2,5,8,123,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
15,3,4,7,75,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
16,0,6,4,91,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
16,1,5,3,93,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
16,2,6,8,126,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
16,3,5,7,76,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
17,0,6,5,86,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
17,1,6,3,94,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
17,2,6,9,129,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
17,3,6,7,80,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
18,0,6,6,81,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
18,1,7,3,98,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
18,2,6,10,125,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
18,3,7,7,83,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
19,0,6,8,80,"[(9, 0), (8, 1), (7, 1), (7, 0), (8, 0), (9, 1), (9, 2), (0, 2), (0, 0), (0, 1), (2, 1)]","[(2, 2)]"
19,1,7,4,94,"[(9, 6), (0, 5), (1, 4), (1, 3), (2, 2), (1, 2), (0, 3), (0, 4), (1, 5), (0, 6)]",[]
19,2,6,11,127,"[(4, 1), (5, 0), (4, 0), (3, 1), (2, 0), (1, 1), (1, 0), (2, 9), (3, 8), (2, 7), (3, 7), (4, 8), (4, 9), (3, 9), (2, 8), (1, 6), (2, 6), (0, 7), (0, 8), (1, 8), (1, 9), (0, 9)]",[]
19,3,7,9,76,"[(9, 7), (8, 6), (8, 7), (7, 6), (6, 5), (5, 6), (4, 6), (3, 7), (4, 8), (3, 6), (5, 7), (5, 8), (6, 8), (6, 6), (7, 7), (7, 8), (5, 9), (7, 9), (5, 1), (6, 1), (5, 2), (5, 3), (6, 3), (6, 2), (8, 2), (7, 3), (8, 3)]","[(7, 0), (7, 1)]"
0,0,1,1,57,"[(1, 7), (0, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 3), (7, 2), (6, 2), (7, 3), (6, 4), (5, 4), (6, 3), (7, 4), (8, 4)]","[(0, 4)]"
0,1,1,1,52,"[(6, 0), (6, 9), (6, 8), (5, 7), (5, 6), (6, 7), (6, 6), (8, 6), (7, 6), (8, 7), (9, 6)]",[]
0,2,1,1,73,"[(4, 0), (4, 9), (3, 8), (2, 9), (2, 0), (1, 9), (1, 0), (2, 1), (2, 2), (1, 3), (1, 4)]","[(1, 6), (1, 7), (1, 6)]"
0,3,1,1,82,"[(8, 6), (7, 6), (8, 7), (9, 8), (0, 7), (1, 8), (2, 8), (3, 7), (3, 6), (0, 3), (2, 3), (0, 4), (2, 4), (0, 5), (1, 5), (3, 4), (3, 5), (1, 6), (2, 6), (4, 6), (4, 8), (5, 8), (5, 0), (6, 1), (7, 9), (8, 9), (8, 0), (7, 1), (9, 0), (9, 1), (8, 2), (9, 2), (0, 2), (1, 3), (0, 5)]","[(6, 0)]"
1,0,1,1,57,"[(1, 7), (0, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 3), (7, 2), (6, 2), (7, 3), (6, 4), (5, 4), (6, 3), (7, 4), (8, 4)]","[(0, 4)]"
1,1,1,1,52,"[(6, 0), (6, 9), (6, 8), (5, 7), (5, 6), (6, 7), (6, 6), (8, 6), (7, 6), (8, 7), (9, 6)]",[]
