Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
2,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
2,3,1,1,96,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
3,0,1,1,98,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
3,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
3,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
3,3,1,1,96,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
4,0,1,1,98,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
4,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
4,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
4,3,1,1,96,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
5,0,1,1,98,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
5,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
5,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
5,3,1,1,96,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
6,0,1,2,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
6,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
6,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
6,3,1,2,101,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
7,0,1,2,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
7,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
7,2,1,1,93,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
7,3,1,2,101,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
8,0,1,2,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
8,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
8,2,1,2,98,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
8,3,1,3,106,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
9,0,1,2,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
9,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
9,2,1,3,101,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
9,3,1,4,106,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
10,0,1,2,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
10,1,1,1,83,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
10,2,1,4,104,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
10,3,1,5,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
11,0,1,3,105,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
11,1,1,2,88,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
11,2,1,6,104,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
11,3,1,5,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
12,0,1,4,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
12,1,1,3,89,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
12,2,1,8,106,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
12,3,1,5,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
13,0,1,5,103,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
13,1,1,3,89,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
13,2,1,9,106,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
13,3,1,5,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
14,0,1,6,103,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
14,1,1,5,91,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
14,2,1,10,111,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
14,3,1,7,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
15,0,1,7,104,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
15,1,1,7,89,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
15,2,1,11,114,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
15,3,1,9,111,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
16,0,1,8,99,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
16,1,1,9,95,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
16,2,1,12,115,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
16,3,1,11,109,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
17,0,1,10,105,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
17,1,1,10,96,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
17,2,1,15,122,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
17,3,1,13,105,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
18,0,1,12,106,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
18,1,1,11,92,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
18,2,1,18,135,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
18,3,1,15,107,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
19,0,1,14,100,"[(0, 4), (9, 3), (9, 2), (8, 1), (8, 2), (0, 2), (1, 2), (2, 3), (2, 4), (3, 3), (3, 9), (4, 9), (2, 0), (2, 1)]","[(5, 1), (5, 2)]"
19,1,1,12,96,"[(8, 5), (9, 5), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (4, 5), (4, 4), (4, 3), (3, 2), (4, 1), (5, 0), (5, 8), (6, 8), (7, 8), (7, 9), (6, 1), (6, 2), (8, 3), (0, 3), (8, 4), (0, 4), (9, 3)]","[(7, 0), (8, 2)]"
19,2,1,21,132,"[(5, 9), (4, 8), (3, 8), (2, 9), (3, 0), (4, 1), (3, 2), (3, 3), (3, 1), (5, 1), (5, 2), (5, 3), (6, 3), (7, 3), (5, 4), (7, 4), (5, 5), (6, 5), (7, 5), (7, 6), (9, 6), (7, 7), (8, 7), (9, 7), (0, 6), (1, 6), (1, 8), (0, 8), (9, 8), (1, 9), (2, 9), (3, 0)]","[(9, 0), (1, 0)]"
19,3,1,17,112,"[(0, 0), (9, 1), (8, 0), (7, 0), (8, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 0), (1, 0), (2, 9), (2, 8), (1, 7), (1, 5), (3, 5), (2, 7), (3, 7), (4, 6), (3, 4), (5, 6), (5, 7)]","[(5, 8), (5, 9)]"
0,0,1,1,81,"[(2, 4), (1, 3), (0, 3), (1, 4), (2, 5), (3, 5), (4, 5), (5, 6), (4, 7), (3, 6), (0, 5), (1, 5), (8, 4), (0, 4), (0, 6), (7, 6)]","[(2, 7), (0, 6), (1, 7), (0, 7), (9, 7), (0, 7)]"
0,1,1,1,83,"[(7, 8), (8, 8), (9, 7), (0, 7), (1, 6), (2, 6), (1, 7), (2, 7), (3, 8), (4, 9), (3, 0), (2, 0), (4, 0), (4, 1), (2, 2), (3, 2), (4, 2), (2, 3), (4, 3), (3, 4), (4, 4), (5, 5), (3, 7), (5, 7), (4, 5), (5, 6)]",[]
0,2,1,1,76,"[(8, 3), (9, 4), (8, 5), (7, 5), (6, 4), (6, 3), (7, 4), (6, 5), (6, 6), (7, 7), (8, 7), (9, 8), (0, 7), (0, 6)]","[(1, 7), (1, 6)]"
