Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
2,3,1,1,72,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
3,0,1,1,90,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
3,1,1,1,73,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
3,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
3,3,1,1,72,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
4,0,1,2,92,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
4,1,1,1,73,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
4,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
4,3,1,2,70,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
5,0,1,3,92,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
5,1,1,1,73,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
5,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
5,3,1,3,65,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
6,0,1,5,100,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
6,1,1,1,73,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
6,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
6,3,1,5,72,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
7,0,1,7,101,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
7,1,1,1,73,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
7,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
7,3,1,7,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
8,0,1,8,100,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
8,1,1,2,72,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
8,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
8,3,1,9,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
9,0,1,9,104,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
9,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
9,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
9,3,1,11,73,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
10,0,1,10,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
10,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
10,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
10,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
11,0,1,10,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
11,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
11,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
11,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
12,0,1,10,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
12,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
12,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
12,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
13,0,1,10,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
13,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
13,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
13,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
14,0,1,10,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
14,1,1,3,74,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
14,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
14,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
15,0,1,11,99,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
15,1,1,4,72,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
15,2,1,1,85,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
15,3,1,12,77,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
16,0,1,12,100,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
16,1,1,6,72,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
16,2,1,2,80,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
16,3,1,14,85,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
17,0,1,14,103,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
17,1,1,8,68,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
17,2,1,3,77,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
17,3,1,15,87,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
18,0,1,16,104,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
18,1,1,10,68,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
18,2,1,4,72,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
18,3,1,16,92,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
19,0,1,19,100,"[(3, 2), (2, 3), (1, 3), (1, 2), (1, 0), (2, 0), (0, 1), (0, 2), (1, 4), (2, 4), (0, 6), (0, 7), (1, 7), (2, 7), (2, 6), (3, 6), (4, 6), (4, 7), (3, 6)]","[(2, 2), (3, 9), (4, 8), (3, 9)]"
19,1,1,11,69,"[(4, 5), (5, 4), (4, 3), (3, 3), (2, 2), (2, 1), (3, 0), (1, 8), (2, 8), (3, 8), (1, 9), (3, 9), (4, 0), (5, 0), (3, 1), (4, 2), (5, 2), (6, 2), (7, 1), (8, 2), (9, 1), (9, 2), (9, 3), (7, 2), (9, 4)]",[]
19,2,1,5,77,"[(0, 0), (9, 0), (8, 1), (7, 0), (6, 1), (5, 1), (6, 0), (7, 9), (8, 8), (9, 8), (0, 8), (0, 9), (9, 9), (8, 9), (7, 8), (7, 6), (9, 6), (9, 7), (0, 7)]",[]
19,3,1,19,96,"[(9, 5), (0, 5), (1, 4), (0, 3), (0, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 3), (6, 3), (4, 4), (6, 4), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (8, 5), (8, 6), (7, 7), (6, 8), (5, 7), (6, 7), (6, 9), (5, 9), (4, 8), (3, 7)]","[(8, 9), (4, 7)]"
0,0,1,1,79,"[(1, 0), (1, 9), (0, 8), (9, 8), (8, 7), (8, 6), (8, 5), (8, 4), (7, 4), (7, 2), (8, 2), (6, 3), (8, 3), (6, 4), (9, 4), (9, 2), (0, 2), (0, 3), (0, 4), (1, 4), (1, 3), (1, 2), (2, 2), (3, 2), (1, 5), (2, 5), (0, 5), (0, 6), (1, 7), (2, 7)]","[(3, 4), (3, 5)]"
0,1,1,1,70,"[(6, 2), (5, 1), (6, 0), (5, 9), (6, 9), (7, 8), (8, 8), (9, 7), (9, 6), (7, 7), (0, 7), (8, 9), (9, 0), (0, 1), (0, 0)]","[(9, 8), (0, 9)]"
0,2,1,1,92,"[(3, 1), (2, 0), (2, 9), (2, 8), (1, 8), (0, 9), (9, 9), (8, 0), (7, 1), (6, 1), (5, 2), (5, 3), (4, 3), (3, 4), (3, 3), (2, 2), (3, 2)]",[]
0,3,1,1,69,"[(3, 7), (2, 6), (3, 5), (4, 4), (5, 4), (5, 5), (4, 6), (4, 7), (5, 6), (6, 6), (7, 6), (8, 6), (7, 7)]",[]
