Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
2,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
2,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
3,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
3,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
3,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
3,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
4,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
4,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
4,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
4,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
5,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
5,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
5,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
5,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
6,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
6,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
6,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
6,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
7,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
7,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
7,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
7,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
8,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
8,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
8,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
8,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
9,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
9,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
9,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
9,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
10,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
10,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
10,2,1,1,73,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
10,3,1,1,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
11,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
11,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
11,2,1,2,76,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
11,3,1,2,63,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
12,0,1,1,57,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
12,1,1,1,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
12,2,1,3,78,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
12,3,1,3,67,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
13,0,1,2,53,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
13,1,1,4,63,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
13,2,1,4,82,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
13,3,1,4,72,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
14,0,1,3,52,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
14,1,1,7,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
14,2,1,6,79,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
14,3,1,4,72,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
15,0,1,5,62,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
15,1,1,9,70,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
15,2,1,8,84,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
15,3,1,4,72,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
16,0,1,6,64,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
16,1,1,11,66,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
16,2,1,9,82,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
16,3,1,4,72,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
17,0,1,9,59,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
17,1,1,14,65,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
17,2,1,10,84,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
17,3,1,5,75,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
18,0,1,11,56,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
18,1,1,16,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
18,2,1,11,81,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
18,3,1,6,73,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
19,0,1,11,56,"[(9, 3), (8, 2), (8, 1), (9, 0), (0, 0), (1, 9), (1, 0), (0, 1), (9, 9), (8, 9), (8, 8), (9, 2), (0, 2), (1, 3), (0, 3), (0, 4)]",[]
19,1,1,16,61,"[(5, 1), (5, 0), (6, 0), (7, 9), (7, 0), (7, 1), (7, 2), (7, 3), (8, 3), (7, 4), (6, 3), (5, 4), (4, 4), (6, 4), (4, 5), (6, 5), (4, 6), (5, 6), (7, 5), (7, 6), (8, 6), (0, 8), (1, 9), (2, 9), (1, 1), (3, 1), (1, 2)]","[(7, 7), (3, 2)]"
19,2,1,12,83,"[(2, 5), (3, 4), (3, 3), (2, 2), (2, 1), (3, 0), (3, 9), (3, 8), (4, 8), (5, 7), (7, 8), (6, 9), (7, 9), (8, 8), (8, 7)]","[(9, 7)]"
19,3,1,7,78,"[(9, 6), (8, 6), (8, 5), (9, 5), (0, 6), (0, 7), (9, 8), (8, 7), (7, 7), (6, 7), (5, 8), (6, 8), (4, 9), (6, 9), (4, 0), (5, 1), (4, 2), (5, 3), (3, 2), (5, 2), (6, 2), (7, 3)]","[(6, 0), (5, 4)]"
0,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
0,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
0,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
0,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
1,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
1,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
1,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
1,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
2,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
2,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
2,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
2,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
3,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
3,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
3,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
3,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
