Step,AgentID,Scaling A,Scaling B,Capacity,Land Owned,Conquered
4,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
4,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
4,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
4,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
5,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
5,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
5,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
5,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
6,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
6,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
6,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
6,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
7,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
7,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
7,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
7,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
8,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
8,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
8,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
8,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
9,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
9,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
9,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
9,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
10,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
10,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
10,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
10,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
11,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
11,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
11,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
11,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
12,0,1,1,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
12,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
12,2,1,1,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
12,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
13,0,1,2,54,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
13,1,1,1,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
13,2,1,2,76,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
13,3,1,1,80,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
14,0,1,3,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
14,1,1,2,66,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
14,2,1,3,79,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
14,3,1,2,77,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
15,0,1,5,58,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
15,1,1,3,68,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
15,2,1,6,85,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
15,3,1,4,73,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
16,0,1,6,53,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
16,1,1,4,66,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
16,2,1,8,81,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
16,3,1,6,70,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
17,0,1,6,53,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
17,1,1,5,64,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
17,2,1,9,83,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
17,3,1,8,67,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
18,0,1,8,51,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
18,1,1,6,63,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
18,2,1,11,77,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
18,3,1,11,68,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
19,0,1,11,50,"[(0, 3), (9, 4), (8, 3), (7, 3), (6, 3), (7, 4), (7, 5), (6, 6), (5, 6), (6, 7), (7, 6), (8, 6), (7, 7), (9, 7), (8, 8), (9, 8), (1, 6), (2, 6), (2, 7), (0, 8), (3, 7), (4, 7), (5, 8)]","[(3, 9), (5, 0)]"
19,1,1,8,66,"[(9, 1), (8, 1), (7, 1), (7, 2), (6, 1), (5, 0), (6, 9), (6, 8), (7, 8), (7, 9), (8, 9), (7, 0), (6, 0), (4, 8), (3, 9), (2, 8)]",[]
19,2,1,12,75,"[(1, 9), (0, 9), (1, 8), (0, 7), (9, 6), (0, 5), (0, 6), (1, 5), (2, 5), (2, 4), (2, 3), (2, 2), (1, 2), (1, 3), (9, 2), (0, 2), (9, 3), (0, 4), (1, 4), (9, 4), (8, 3), (7, 3)]",[]
19,3,1,11,68,"[(4, 6), (5, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 0), (3, 9), (4, 8), (5, 9), (4, 0), (3, 1), (2, 9), (0, 0), (2, 0), (0, 1), (1, 1), (3, 2), (3, 3), (3, 4)]",[]
0,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
0,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
0,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
0,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
1,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
1,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
1,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
1,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
2,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
2,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
2,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
2,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
3,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
3,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
3,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
3,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
4,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
4,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
4,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
4,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
5,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
5,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
5,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
5,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
6,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
6,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
6,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
6,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
7,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
7,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
7,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
7,3,1,1,78,"[(9, 4), (0, 5), (0, 4), (1, 5), (2, 6), (2, 5), (2, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 6), (6, 7), (7, 7), (7, 8), (8, 8), (9, 8), (6, 9), (6, 0), (7, 1), (7, 2), (9, 2), (0, 1), (1, 1), (2, 1)]","[(9, 0)]"
8,0,1,1,91,"[(8, 2), (9, 1), (8, 0), (7, 9), (6, 8), (5, 7), (5, 6), (4, 7), (3, 8), (2, 7), (1, 6), (1, 7), (2, 5), (3, 4), (4, 4), (4, 3)]",[]
8,1,1,1,76,"[(1, 2), (0, 1), (9, 0), (9, 9), (0, 8), (1, 7), (2, 7), (3, 7), (4, 8), (5, 8), (5, 9), (3, 0), (5, 0), (6, 1), (5, 1), (4, 2), (5, 2), (6, 2), (7, 3), (5, 4), (7, 4)]","[(6, 4)]"
8,2,1,1,60,"[(6, 4), (5, 3), (4, 3), (3, 2), (3, 1), (4, 0), (3, 9), (2, 9), (1, 8), (0, 7), (9, 6), (8, 6), (9, 7), (8, 5)]","[(9, 8)]"
